cancer,infiltrates,rho,p,adj.p
ACC (n=79),Macrophage M0_CIBERSORT,0.0844471285944646,0.477497237806001,0.610683684793044
ACC (n=79),Macrophage M0_CIBERSORT-ABS,0.0982644075664781,0.408188909759049,0.541843685520861
ACC (n=79),Macrophage M1_CIBERSORT,0.122276535544786,0.302741252031643,0.433519692646745
ACC (n=79),Macrophage M1_CIBERSORT-ABS,0.202654421452112,0.0855258662799059,0.157409569840318
ACC (n=79),Macrophage M1_QUANTISEQ,0.246783828074983,0.035308501127049,0.077313386255664
ACC (n=79),Macrophage M1_XCELL,-0.136319295700046,0.25014895781794,0.374287717433327
ACC (n=79),Macrophage M2_CIBERSORT,-0.0137088109958821,0.908356424487198,0.933003338728012
ACC (n=79),Macrophage M2_CIBERSORT-ABS,0.241050471293322,0.0399380579186489,0.0849745913162742
ACC (n=79),Macrophage M2_QUANTISEQ,0.0183624896180677,0.877456558810458,0.919196234258926
ACC (n=79),Macrophage M2_TIDE,-0.077929399704445,0.512252276150505,0.637658435042123
ACC (n=79),Macrophage M2_XCELL,-0.249592835877862,0.0332092934184936,0.0732557943055007
ACC (n=79),Macrophage_EPIC,-0.0182026273174948,0.878515269067006,0.919196234258926
ACC (n=79),Macrophage_TIMER,0.232314904872581,0.0479524108538911,0.0995551782433726
ACC (n=79),Macrophage_XCELL,-0.0765751326932123,0.519632285789552,0.644172255111015
ACC (n=79),Macrophage/Monocyte_MCPCOUNTER,0.177646855837409,0.132682892842782,0.228763608349624
BLCA (n=408),Macrophage M0_CIBERSORT,0.0338342833867902,0.517611720419313,0.642995925986725
BLCA (n=408),Macrophage M0_CIBERSORT-ABS,0.097828275220255,0.0608221199595478,0.120043657814897
BLCA (n=408),Macrophage M1_CIBERSORT,0.273926001127125,9.32527327974238e-08,6.66090948553027e-07
BLCA (n=408),Macrophage M1_CIBERSORT-ABS,0.309711466378421,1.27117574883437e-09,1.12162566073621e-08
BLCA (n=408),Macrophage M1_QUANTISEQ,0.414718692322383,9.93116182225319e-17,2.83747480635805e-15
BLCA (n=408),Macrophage M1_XCELL,0.137840100390786,0.00809967268821386,0.0226037377345503
BLCA (n=408),Macrophage M2_CIBERSORT,-0.0461230742574444,0.37763975700602,0.509177200457556
BLCA (n=408),Macrophage M2_CIBERSORT-ABS,0.200783757309523,0.000105248833560563,0.000449452300206771
BLCA (n=408),Macrophage M2_QUANTISEQ,0.0546013810184576,0.296183781830436,0.427188146870821
BLCA (n=408),Macrophage M2_TIDE,-0.538365820827224,4.83522840049851e-29,9.67045680099703e-27
BLCA (n=408),Macrophage M2_XCELL,0.010266152200717,0.844395616772389,0.891967200815904
BLCA (n=408),Macrophage_EPIC,0.168567480366789,0.00117062907307561,0.00394594069576047
BLCA (n=408),Macrophage_TIMER,0.02284533552045,0.662245095169626,0.765601266092053
BLCA (n=408),Macrophage_XCELL,0.220414453438462,1.98579005299998e-05,0.000100123868218486
BLCA (n=408),Macrophage/Monocyte_MCPCOUNTER,0.33459665578192,4.46768429483024e-11,4.54340775745448e-10
BRCA (n=1100),Macrophage M0_CIBERSORT,0.0185503286400758,0.559109458442703,0.676342086825851
BRCA (n=1100),Macrophage M0_CIBERSORT-ABS,0.102646418743406,0.0011923511957332,0.00399670791865879
BRCA (n=1100),Macrophage M1_CIBERSORT,0.261649618241106,5.05739892457722e-17,1.51721967737317e-15
BRCA (n=1100),Macrophage M1_CIBERSORT-ABS,0.33152797731559,6.28951536693771e-27,7.54741844032526e-25
BRCA (n=1100),Macrophage M1_QUANTISEQ,0.222393010684144,1.32449486511027e-12,1.8481323699213e-11
BRCA (n=1100),Macrophage M1_XCELL,0.105094894644479,0.000905245363717055,0.00310369838988704
BRCA (n=1100),Macrophage M2_CIBERSORT,-0.109199305478039,0.000563091431055875,0.00197575940721359
BRCA (n=1100),Macrophage M2_CIBERSORT-ABS,0.241981732660977,1.03583615772897e-14,2.14310929185305e-13
BRCA (n=1100),Macrophage M2_QUANTISEQ,-0.00933348033393068,0.768834381739264,0.839109923540575
BRCA (n=1100),Macrophage M2_TIDE,-0.407152756814694,5.60447397360406e-41,3.36268438416244e-38
BRCA (n=1100),Macrophage M2_XCELL,-0.0301433717858667,0.342430894375254,0.473406766417402
BRCA (n=1100),Macrophage_EPIC,0.0809930179668819,0.0106336288339214,0.0283563435571238
BRCA (n=1100),Macrophage_TIMER,0.0942643642281176,0.00293149582879683,0.00892841369176698
BRCA (n=1100),Macrophage_XCELL,0.128651004244639,4.74406756707045e-05,0.000218956964634021
BRCA (n=1100),Macrophage/Monocyte_MCPCOUNTER,0.310455372492267,1.19107864856335e-23,7.94052432375569e-22
BRCA-Basal (n=191),Macrophage M0_CIBERSORT,-0.00772194257307668,0.919449847203174,0.939812450292853
BRCA-Basal (n=191),Macrophage M0_CIBERSORT-ABS,0.154813546111372,0.0413776389783726,0.0874175471374068
BRCA-Basal (n=191),Macrophage M1_CIBERSORT,0.292072238761787,9.20887352681511e-05,0.000400385805513701
BRCA-Basal (n=191),Macrophage M1_CIBERSORT-ABS,0.405040945328988,2.95991232856743e-08,2.21993424642557e-07
BRCA-Basal (n=191),Macrophage M1_QUANTISEQ,0.377548242541156,2.81151625940493e-07,1.87434417293662e-06
BRCA-Basal (n=191),Macrophage M1_XCELL,0.328894687249082,9.37737749005627e-06,4.93546183687172e-05
BRCA-Basal (n=191),Macrophage M2_CIBERSORT,-0.007179076438643,0.92509551974362,0.943975020146551
BRCA-Basal (n=191),Macrophage M2_CIBERSORT-ABS,0.316448730486466,2.09985882039151e-05,0.000104992941019576
BRCA-Basal (n=191),Macrophage M2_QUANTISEQ,0.173087251726435,0.0223722416055954,0.0534794620054074
BRCA-Basal (n=191),Macrophage M2_TIDE,-0.53723494640685,2.12862485581945e-14,4.11991907577958e-13
BRCA-Basal (n=191),Macrophage M2_XCELL,0.0609911296701909,0.424015588058616,0.555478936321331
BRCA-Basal (n=191),Macrophage_EPIC,0.225479305025116,0.00277647913016583,0.00858704885618297
BRCA-Basal (n=191),Macrophage_TIMER,-0.0340265642747434,0.655788548129733,0.762544823406667
BRCA-Basal (n=191),Macrophage_XCELL,0.296620573824088,7.0583596650966e-05,0.000313704874004293
BRCA-Basal (n=191),Macrophage/Monocyte_MCPCOUNTER,0.335459168492507,6.04152796426586e-06,3.35640442459214e-05
BRCA-Her2 (n=82),Macrophage M0_CIBERSORT,-0.0933334935491545,0.435505749932286,0.568050978172546
BRCA-Her2 (n=82),Macrophage M0_CIBERSORT-ABS,0.0435808519289177,0.716233947656967,0.807946386378915
BRCA-Her2 (n=82),Macrophage M1_CIBERSORT,0.412397120028203,0.000318614190330862,0.00120992730505391
BRCA-Her2 (n=82),Macrophage M1_CIBERSORT-ABS,0.313267867718068,0.00737432693972992,0.0208707366218771
BRCA-Her2 (n=82),Macrophage M1_QUANTISEQ,0.277658209783993,0.0182055922707119,0.0446583706950993
BRCA-Her2 (n=82),Macrophage M1_XCELL,0.212092122434981,0.0736836458420191,0.14124660544796
BRCA-Her2 (n=82),Macrophage M2_CIBERSORT,-0.136574345014404,0.252640387510318,0.377075205239281
BRCA-Her2 (n=82),Macrophage M2_CIBERSORT-ABS,0.170181734857259,0.152942129647225,0.257767634236896
BRCA-Her2 (n=82),Macrophage M2_QUANTISEQ,-0.0221655058830488,0.853376855872018,0.898291427233703
BRCA-Her2 (n=82),Macrophage M2_TIDE,-0.513521359329261,3.96846017227757e-06,2.31172437220053e-05
BRCA-Her2 (n=82),Macrophage M2_XCELL,-0.149199094270688,0.210987616336878,0.331394161785673
BRCA-Her2 (n=82),Macrophage_EPIC,0.0412323989499209,0.730927811563718,0.815161128137975
BRCA-Her2 (n=82),Macrophage_TIMER,0.207361856437166,0.0805019438277706,0.151137779378358
BRCA-Her2 (n=82),Macrophage_XCELL,0.156048955428957,0.190540905154196,0.304054635884356
BRCA-Her2 (n=82),Macrophage/Monocyte_MCPCOUNTER,0.360689252346874,0.00185525623577299,0.00585870390244102
BRCA-LumA (n=568),Macrophage M0_CIBERSORT,-0.0352764075493396,0.423473458465915,0.555478936321331
BRCA-LumA (n=568),Macrophage M0_CIBERSORT-ABS,0.0170647285437202,0.698681761215389,0.793956546835669
BRCA-LumA (n=568),Macrophage M1_CIBERSORT,0.22002534216345,4.3538910517155e-07,2.83949416416228e-06
BRCA-LumA (n=568),Macrophage M1_CIBERSORT-ABS,0.303625903968066,1.73555661595382e-12,2.31407548793843e-11
BRCA-LumA (n=568),Macrophage M1_QUANTISEQ,0.164361563092996,0.000174239640790264,0.000716053318316153
BRCA-LumA (n=568),Macrophage M1_XCELL,-0.0556359935544808,0.206608145713948,0.326223387969391
BRCA-LumA (n=568),Macrophage M2_CIBERSORT,-0.0741965176773456,0.0919319944911834,0.166644098775559
BRCA-LumA (n=568),Macrophage M2_CIBERSORT-ABS,0.297362557547714,5.13900810460399e-12,6.16680972552479e-11
BRCA-LumA (n=568),Macrophage M2_QUANTISEQ,0.0951730556789857,0.03048848969354,0.0685134599854831
BRCA-LumA (n=568),Macrophage M2_TIDE,-0.337275230321566,3.2113047659316e-15,7.70713143823584e-14
BRCA-LumA (n=568),Macrophage M2_XCELL,0.0254552986386068,0.563611272765511,0.68041602345937
BRCA-LumA (n=568),Macrophage_EPIC,0.0150209574921038,0.733304170457525,0.816294067299656
BRCA-LumA (n=568),Macrophage_TIMER,0.19980658460306,4.68593277787191e-06,2.67767587306967e-05
BRCA-LumA (n=568),Macrophage_XCELL,0.0509905659465075,0.247128788140146,0.372476777104797
BRCA-LumA (n=568),Macrophage/Monocyte_MCPCOUNTER,0.300416184269055,3.0370827902136e-12,3.71887688597584e-11
BRCA-LumB (n=219),Macrophage M0_CIBERSORT,-0.0663711225503823,0.360365492669889,0.492526869252696
BRCA-LumB (n=219),Macrophage M0_CIBERSORT-ABS,-0.0401882383160337,0.579954007527685,0.694308889770106
BRCA-LumB (n=219),Macrophage M1_CIBERSORT,0.0944518863555258,0.192529455074036,0.306412925847271
BRCA-LumB (n=219),Macrophage M1_CIBERSORT-ABS,0.120205877829313,0.0967591655949877,0.173818860350277
BRCA-LumB (n=219),Macrophage M1_QUANTISEQ,0.137727228763582,0.05677603313486,0.11317481688012
BRCA-LumB (n=219),Macrophage M1_XCELL,-0.0507171485450785,0.484790671749017,0.614827655363952
BRCA-LumB (n=219),Macrophage M2_CIBERSORT,0.0110250784091814,0.879364397441039,0.919196234258926
BRCA-LumB (n=219),Macrophage M2_CIBERSORT-ABS,0.14066964360597,0.0516384620366819,0.104672558182463
BRCA-LumB (n=219),Macrophage M2_QUANTISEQ,0.070897268320497,0.328471784408579,0.457269305441178
BRCA-LumB (n=219),Macrophage M2_TIDE,-0.250612852689778,0.00045483261059033,0.00164397329129035
BRCA-LumB (n=219),Macrophage M2_XCELL,-0.0870785955638101,0.229751172148428,0.353463341766812
BRCA-LumB (n=219),Macrophage_EPIC,-0.092465253431211,0.2020954623891,0.319940045998576
BRCA-LumB (n=219),Macrophage_TIMER,0.227728788414306,0.00148938844728353,0.00483044901821684
BRCA-LumB (n=219),Macrophage_XCELL,-0.00867380716236429,0.904954329218109,0.93294260744135
BRCA-LumB (n=219),Macrophage/Monocyte_MCPCOUNTER,0.142772318558432,0.0482085919183038,0.0997419143137319
CESC (n=306),Macrophage M0_CIBERSORT,-0.151715846789238,0.0114620050662739,0.0301631712270366
CESC (n=306),Macrophage M0_CIBERSORT-ABS,-0.103252771540759,0.086292980752036,0.158335744499149
CESC (n=306),Macrophage M1_CIBERSORT,0.178983716507782,0.00279352066055108,0.00859544818631102
CESC (n=306),Macrophage M1_CIBERSORT-ABS,0.20730204974794,0.000515850861632051,0.00182065009987783
CESC (n=306),Macrophage M1_QUANTISEQ,0.261697799483844,1.01961863312683e-05,5.31974939022692e-05
CESC (n=306),Macrophage M1_XCELL,-0.10652354515366,0.076739270690881,0.146170039411202
CESC (n=306),Macrophage M2_CIBERSORT,-0.157440127584309,0.0086682872905649,0.0236407835197225
CESC (n=306),Macrophage M2_CIBERSORT-ABS,0.0327353310982136,0.587469836046458,0.698877564432606
CESC (n=306),Macrophage M2_QUANTISEQ,0.0133635963716819,0.82476643922307,0.878969562227073
CESC (n=306),Macrophage M2_TIDE,-0.297743273934703,4.46511514029757e-07,2.88071944535327e-06
CESC (n=306),Macrophage M2_XCELL,-0.0562394840808329,0.351069329986382,0.482017386708991
CESC (n=306),Macrophage_EPIC,-0.0260192087957516,0.666351527440937,0.765921295909123
CESC (n=306),Macrophage_TIMER,-0.0661642964499942,0.272459290999233,0.397750789779902
CESC (n=306),Macrophage_XCELL,-0.0405778454639678,0.50121894439976,0.629145118493423
CESC (n=306),Macrophage/Monocyte_MCPCOUNTER,0.181132175675341,0.00247748529845898,0.00770202683458749
CHOL (n=36),Macrophage M0_CIBERSORT,0.141140772568602,0.418667325947465,0.552088781469184
CHOL (n=36),Macrophage M0_CIBERSORT-ABS,0.200057711556591,0.249210711052786,0.373816066579179
CHOL (n=36),Macrophage M1_CIBERSORT,-0.112031965382821,0.521690757150107,0.645390627402194
CHOL (n=36),Macrophage M1_CIBERSORT-ABS,0.0459148001985975,0.793391917086549,0.857720991444918
CHOL (n=36),Macrophage M1_QUANTISEQ,0.111391593378592,0.524088509502566,0.647022851237736
CHOL (n=36),Macrophage M1_XCELL,0.133999261845361,0.442825572701307,0.575098146365334
CHOL (n=36),Macrophage M2_CIBERSORT,-0.253991443643859,0.140931777101684,0.239544097056687
CHOL (n=36),Macrophage M2_CIBERSORT-ABS,0.202277982401301,0.243886783076723,0.371401192502624
CHOL (n=36),Macrophage M2_QUANTISEQ,0.0689170938242212,0.694038793508735,0.790176994507099
CHOL (n=36),Macrophage M2_TIDE,-0.150070720860708,0.389527385717343,0.521688463014299
CHOL (n=36),Macrophage M2_XCELL,-0.426045384157585,0.0107137876646622,0.0284436840654748
CHOL (n=36),Macrophage_EPIC,-0.307056097183284,0.0727779671381147,0.139957629111759
CHOL (n=36),Macrophage_TIMER,0.197098396925707,0.256426380033452,0.380831257475423
CHOL (n=36),Macrophage_XCELL,-0.099770273208306,0.568515915197767,0.684958933973213
CHOL (n=36),Macrophage/Monocyte_MCPCOUNTER,0.301047874561127,0.0788552361575476,0.149725131944711
COAD (n=458),Macrophage M0_CIBERSORT,0.0227299383057726,0.707463432556215,0.800901999120243
COAD (n=458),Macrophage M0_CIBERSORT-ABS,0.174243826548634,0.00374891595330017,0.0113032641808045
COAD (n=458),Macrophage M1_CIBERSORT,0.228832524168904,0.0001289821366689,0.00054118379021916
COAD (n=458),Macrophage M1_CIBERSORT-ABS,0.312377645854139,1.22612184160441e-07,8.65497770544288e-07
COAD (n=458),Macrophage M1_QUANTISEQ,0.213257541144986,0.000368850237743494,0.00134995856639199
COAD (n=458),Macrophage M1_XCELL,0.217435300670083,0.000280262032686368,0.00107793089494757
COAD (n=458),Macrophage M2_CIBERSORT,0.0678184099965808,0.262369071230624,0.388694920341665
COAD (n=458),Macrophage M2_CIBERSORT-ABS,0.249753781292984,2.79676349976712e-05,0.000133179214274625
COAD (n=458),Macrophage M2_QUANTISEQ,0.042212788389066,0.485713847737522,0.614827655363952
COAD (n=458),Macrophage M2_TIDE,-0.271866266652044,2.60283960565355e-08,2.0021843120412e-07
COAD (n=458),Macrophage M2_XCELL,0.129862215444105,0.0313315508585779,0.0701452631162192
COAD (n=458),Macrophage_EPIC,0.227030455198617,0.000146204298920748,0.000609184578836449
COAD (n=458),Macrophage_TIMER,0.139807743908256,0.0203792774038054,0.0493047033963034
COAD (n=458),Macrophage_XCELL,0.236623108200459,7.41710422717597e-05,0.000327225186493057
COAD (n=458),Macrophage/Monocyte_MCPCOUNTER,0.303399941660633,2.90009840262089e-07,1.91215279293685e-06
DLBC (n=48),Macrophage M0_CIBERSORT,-0.269978807782787,0.0878017493183615,0.160612956070174
DLBC (n=48),Macrophage M0_CIBERSORT-ABS,-0.00795457928978862,0.960632620353922,0.967079819148244
DLBC (n=48),Macrophage M1_CIBERSORT,0.37308832161527,0.0162827739798914,0.0408772568532838
DLBC (n=48),Macrophage M1_CIBERSORT-ABS,0.520905087483948,0.000479844229506808,0.00171372939109574
DLBC (n=48),Macrophage M1_QUANTISEQ,0.211054852753084,0.185305351392296,0.297281312394057
DLBC (n=48),Macrophage M1_XCELL,-0.0859767998388653,0.593004980035541,0.703167960516452
DLBC (n=48),Macrophage M2_CIBERSORT,-0.0509208710909485,0.751870010805185,0.824720304356693
DLBC (n=48),Macrophage M2_CIBERSORT-ABS,0.485296363398597,0.00129964113682981,0.00428453122031805
DLBC (n=48),Macrophage M2_QUANTISEQ,0.0898878523932879,0.576231995216357,0.691478394259628
DLBC (n=48),Macrophage M2_TIDE,-0.396746163789726,0.010222286060901,0.0273811233774133
DLBC (n=48),Macrophage M2_XCELL,-0.358623309963715,0.021308375462009,0.0513454830409855
DLBC (n=48),Macrophage_EPIC,0.0640948100783959,0.69053814616837,0.787797015564582
DLBC (n=48),Macrophage_TIMER,-0.252971604132058,0.110534798430391,0.193920699000686
DLBC (n=48),Macrophage_XCELL,0.0195771995423367,0.903302843137056,0.932842867267183
DLBC (n=48),Macrophage/Monocyte_MCPCOUNTER,0.258848900450781,0.10222281043191,0.180925328198071
ESCA (n=185),Macrophage M0_CIBERSORT,0.047655988788633,0.52524650915701,0.647120955840258
ESCA (n=185),Macrophage M0_CIBERSORT-ABS,0.184150185453161,0.0133377110793929,0.0341992591779305
ESCA (n=185),Macrophage M1_CIBERSORT,0.155581256166593,0.0370224804013266,0.0799046339596978
ESCA (n=185),Macrophage M1_CIBERSORT-ABS,0.202426756843583,0.0064264294491122,0.0184490797582169
ESCA (n=185),Macrophage M1_QUANTISEQ,0.467696174520176,3.60368467493526e-11,3.72794966372613e-10
ESCA (n=185),Macrophage M1_XCELL,0.0934627404094089,0.212055993769873,0.332202601206067
ESCA (n=185),Macrophage M2_CIBERSORT,-0.0802065098605976,0.284478965806366,0.411294890322457
ESCA (n=185),Macrophage M2_CIBERSORT-ABS,0.103220209142793,0.167930967424977,0.276183435171227
ESCA (n=185),Macrophage M2_QUANTISEQ,-0.0922434805766457,0.218105316636344,0.338147777730766
ESCA (n=185),Macrophage M2_TIDE,-0.395510553186099,3.90518108862662e-08,2.82302247370599e-07
ESCA (n=185),Macrophage M2_XCELL,0.020948788500129,0.780145004059793,0.847983700064993
ESCA (n=185),Macrophage_EPIC,0.196950391781922,0.00805001453831595,0.0225701342195774
ESCA (n=185),Macrophage_TIMER,-0.0258785190960359,0.730217889450229,0.815161128137975
ESCA (n=185),Macrophage_XCELL,0.0992280248989186,0.185077594633741,0.297281312394057
ESCA (n=185),Macrophage/Monocyte_MCPCOUNTER,0.206756115227607,0.0053568384389478,0.015735120371886
GBM (n=153),Macrophage M0_CIBERSORT,-0.0879739189304771,0.306659246899753,0.437044057339316
GBM (n=153),Macrophage M0_CIBERSORT-ABS,-0.0847562365666129,0.324756802562984,0.454068555145804
GBM (n=153),Macrophage M1_CIBERSORT,-0.0286785340454109,0.739386094842118,0.817001209770296
GBM (n=153),Macrophage M1_CIBERSORT-ABS,0.0231604547678416,0.788207996406471,0.853654869754301
GBM (n=153),Macrophage M1_QUANTISEQ,0.279070190552915,0.000958728220222305,0.00326839165984877
GBM (n=153),Macrophage M1_XCELL,0.149800402862927,0.0806068156684576,0.151137779378358
GBM (n=153),Macrophage M2_CIBERSORT,0.0475751283193678,0.580905104440989,0.694308889770106
GBM (n=153),Macrophage M2_CIBERSORT-ABS,0.168047540439343,0.0496570736258029,0.101686840189357
GBM (n=153),Macrophage M2_QUANTISEQ,0.0273817376624651,0.750774706918431,0.824720304356693
GBM (n=153),Macrophage M2_TIDE,-0.211396015860417,0.0131475729086175,0.0340023437291831
GBM (n=153),Macrophage M2_XCELL,0.0278863978642181,0.746336185025923,0.821926715068021
GBM (n=153),Macrophage_EPIC,0.0593635992409574,0.490776279926502,0.619927932538739
GBM (n=153),Macrophage_TIMER,0.0718181278255221,0.40428938946448,0.537857280884009
GBM (n=153),Macrophage_XCELL,0.0977810249642905,0.255648111460144,0.380617535672671
GBM (n=153),Macrophage/Monocyte_MCPCOUNTER,0.0950371047668544,0.269293518163805,0.396019879652654
HNSC (n=522),Macrophage M0_CIBERSORT,-0.120761433406318,0.00732655141502718,0.0208337954929683
HNSC (n=522),Macrophage M0_CIBERSORT-ABS,-0.0358428426734529,0.427623233002928,0.558984618304481
HNSC (n=522),Macrophage M1_CIBERSORT,0.32422884567236,1.66116809467065e-13,2.62289699158524e-12
HNSC (n=522),Macrophage M1_CIBERSORT-ABS,0.310451201921236,1.87605979028474e-12,2.44703450906706e-11
